arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT3G55080	Os01g0976450	ortholog_one2one	1
AT5G16120	Os10g0135600	ortholog_one2one	1
AT3G13170	Os03g0752200	ortholog_one2one	1
AT1G64880	Os02g0102400	ortholog_one2one	1
AT2G21170	Os09g0535000	ortholog_one2one	1
AT2G39970	Os03g0265300	ortholog_one2one	1
AT1G60000	Os02g0815200	ortholog_one2one	1
AT1G26460	Os07g0599000	ortholog_one2one	1
AT3G26115	Os01g0695600	ortholog_one2one	1
AT2G35110	Os08g0544500	ortholog_one2one	1
AT3G02090	Os03g0212700	ortholog_one2one	1
AT1G01220	Os03g0115100	ortholog_one2one	1
AT2G26680	Os03g0566600	ortholog_one2one	1
AT5G60870	Os09g0560450	ortholog_one2one	1
AT4G04180	Os02g0740300	ortholog_one2one	1
AT1G74880	Os01g0959900	ortholog_one2one	1
AT1G08125	Os02g0818700	ortholog_one2one	1
AT5G14600	Os04g0319600	ortholog_one2one	1
AT2G38740	Os09g0407700	ortholog_one2one	1
AT3G05620	Os01g0254300	ortholog_one2one	1
AT3G24080	Os05g0490000	ortholog_one2one	1
AT1G32070	Os05g0481000	ortholog_one2one	1
AT3G19820	Os10g0397400	ortholog_one2one	1
AT2G04700	Os09g0249900	ortholog_one2one	1
AT3G14075	Os02g0780700	ortholog_one2one	1
AT2G44060	Os03g0843300	ortholog_one2one	1
AT5G57420	Os04g0653300	ortholog_one2one	1
AT2G20810	Os04g0636100	ortholog_one2one	1
AT3G56950	Os03g0320000	ortholog_one2one	1
AT1G19340	Os03g0198900	ortholog_one2one	1
AT2G17580	Os03g0131400	ortholog_one2one	1
AT5G10070	Os03g0195200	ortholog_one2one	1
AT4G29400	Os01g0558800	ortholog_one2one	1
AT2G22370	Os02g0193900	ortholog_one2one	1
AT3G14910	Os09g0315800	ortholog_one2one	1
AT3G61620	Os09g0252000	ortholog_one2one	1
AT5G51340	Os04g0347600	ortholog_one2one	1
AT3G49725	Os03g0727900	ortholog_one2one	1
AT2G42620	Os06g0154200	ortholog_one2one	1
AT5G16710	Os06g0232600	ortholog_one2one	1
AT5G17840	Os03g0656201	ortholog_one2one	1
AT2G47210	Os05g0540800	ortholog_one2one	1
AT3G61080	Os03g0117800	ortholog_one2one	1
AT5G52970	Os07g0534000	ortholog_one2one	1
AT3G55360	Os01g0150000	ortholog_one2one	1
AT1G66520	Os01g0687500	ortholog_one2one	1
AT4G12830	Os01g0919700	ortholog_one2one	1
AT3G59840	Os05g0500450	ortholog_one2one	1
AT5G09920	Os02g0116900	ortholog_one2one	1
AT2G03870	Os08g0177700	ortholog_one2one	1
AT2G38695	Os09g0442800	ortholog_one2one	1
AT1G25540	Os09g0306700	ortholog_one2one	1
AT1G61520	Os02g0197600	ortholog_one2one	1
AT3G19508	Os01g0342800	ortholog_one2one	1
AT5G54590	Os08g0138700	ortholog_one2one	1
AT1G26160	Os01g0641100	ortholog_one2one	1
AT1G30290	Os12g0615600	ortholog_one2one	1
AT1G78140	Os08g0411200	ortholog_one2one	1
AT3G21300	Os01g0193600	ortholog_one2one	1
AT2G26890	Os10g0575200	ortholog_one2one	1
AT4G25120	Os07g0492100	ortholog_one2one	1
AT2G02570	Os08g0109900	ortholog_one2one	1
AT3G49080	Os07g0658200	ortholog_one2one	1
AT5G67140	Os06g0166000	ortholog_one2one	1
AT3G16890	Os12g0557800	ortholog_one2one	1
AT5G49660	Os12g0632900	ortholog_one2one	1
AT1G67690	Os01g0902200	ortholog_one2one	1
AT3G53130	Os10g0546600	ortholog_one2one	1
AT1G15860	Os08g0439150	ortholog_one2one	1
AT1G56345	Os12g0560500	ortholog_one2one	1
AT5G10080	Os02g0751100	ortholog_one2one	1
AT2G24270	Os08g0440800	ortholog_one2one	1
AT5G53580	Os10g0517400	ortholog_one2one	1
AT5G12300	Os01g0953500	ortholog_one2one	1
AT5G08280	Os02g0168800	ortholog_one2one	1
AT5G59600	Os03g0271300	ortholog_one2one	1
AT2G22250	Os01g0871300	ortholog_one2one	1
AT3G24000	Os10g0444500	ortholog_one2one	1
AT2G35350	Os02g0690500	ortholog_one2one	1
AT5G57300	Os01g0976600	ortholog_one2one	1
AT5G20520	Os07g0608300	ortholog_one2one	1
AT4G08960	Os06g0219800	ortholog_one2one	1
AT5G05560	Os05g0354300	ortholog_one2one	1
AT1G71800	Os11g0176100	ortholog_one2one	1
AT3G45880	Os09g0483600	ortholog_one2one	1
AT1G44350	Os06g0691400	ortholog_one2one	1
AT3G22845	Os03g0744800	ortholog_one2one	1
AT1G43690	Os04g0421800	ortholog_one2one	1
AT1G79260	Os01g0679600	ortholog_one2one	1
AT1G48360	Os06g0171800	ortholog_one2one	1
AT3G16250	Os07g0489800	ortholog_one2one	1
AT1G51310	Os03g0174600	ortholog_one2one	1
AT3G54720	Os03g0790600	ortholog_one2one	1
AT1G53210	Os01g0212400	ortholog_one2one	1
AT5G07960	Os03g0756800	ortholog_one2one	1
AT5G56090	Os08g0496000	ortholog_one2one	1
AT4G39530	Os08g0340900	ortholog_one2one	1
AT3G52380	Os07g0158300	ortholog_one2one	1
AT3G16150	Os04g0650700	ortholog_one2one	1
AT2G13540	Os03g0347200	ortholog_one2one	1
AT1G72560	Os07g0613300	ortholog_one2one	1
AT2G26230	Os01g0865100	ortholog_one2one	1
AT1G21840	Os02g0168000	ortholog_one2one	1
AT5G47860	Os04g0405600	ortholog_one2one	1
AT3G02010	Os01g0101150	ortholog_one2one	1
AT3G06880	Os05g0363500	ortholog_one2one	1
AT3G59380	Os09g0514400	ortholog_one2one	1
AT5G04520	Os03g0363200	ortholog_one2one	1
AT4G10760	Os02g0672600	ortholog_one2one	1
AT5G54570	Os06g0683300	ortholog_one2one	1
AT4G30700	Os06g0185800	ortholog_one2one	1
AT1G30480	Os01g0526100	ortholog_one2one	1
AT1G28560	Os01g0912600	ortholog_one2one	1
AT4G10020	Os03g0842900	ortholog_one2one	1
AT5G03555	Os02g0666700	ortholog_one2one	1
AT3G21420	Os01g0935400	ortholog_one2one	1
AT1G16970	Os07g0184900	ortholog_one2one	1
AT2G47990	Os07g0224900	ortholog_one2one	1
AT2G26170	Os02g0221900	ortholog_one2one	1
AT1G11840	Os08g0191700	ortholog_one2one	1
AT2G33770	Os05g0557700	ortholog_one2one	1
AT5G11560	Os05g0230600	ortholog_one2one	1
AT1G24310	Os07g0295400	ortholog_one2one	1
AT3G04130	Os02g0601600	ortholog_one2one	1
AT2G36930	Os08g0564500	ortholog_one2one	1
AT2G04740	Os06g0318200	ortholog_one2one	1
AT3G11920	Os10g0482900	ortholog_one2one	1
AT3G12530	Os01g0248600	ortholog_one2one	1
AT1G18440	Os01g0693900	ortholog_one2one	1
AT3G06430	Os03g0309800	ortholog_one2one	1
AT2G45200	Os02g0126800	ortholog_one2one	1
AT5G17170	Os08g0162600	ortholog_one2one	1
AT3G54210	Os03g0815400	ortholog_one2one	1
AT5G63890	Os01g0232700	ortholog_one2one	1
AT1G61040	Os12g0535900	ortholog_one2one	1
AT4G20350	Os10g0420000	ortholog_one2one	1
AT2G37020	Os10g0443200	ortholog_one2one	1
AT2G45280	Os01g0578000	ortholog_one2one	1
AT1G07960	Os03g0287900	ortholog_one2one	1
AT1G67700	Os02g0600200	ortholog_one2one	1
AT1G22730	Os03g0222100	ortholog_one2one	1
AT3G10050	Os03g0713000	ortholog_one2one	1
AT4G02460	Os02g0592300	ortholog_one2one	1
AT4G09350	Os11g0216100	ortholog_one2one	1
AT5G19660	Os06g0163500	ortholog_one2one	1
AT5G49010	Os05g0143400	ortholog_one2one	1
AT4G12590	Os09g0497400	ortholog_one2one	1
AT5G13120	Os05g0103200	ortholog_one2one	1
AT3G19340	Os01g0929000	ortholog_one2one	1
AT3G13800	Os09g0363800	ortholog_one2one	1
AT4G29010	Os02g0274100	ortholog_one2one	1
AT4G01310	Os03g0125000	ortholog_one2one	1
AT4G31390	Os11g0216300	ortholog_one2one	1
AT2G36840	Os09g0570900	ortholog_one2one	1
AT5G32470	Os08g0566000	ortholog_one2one	1
AT4G01690	Os01g0286600	ortholog_one2one	1
AT3G19970	Os06g0730300	ortholog_one2one	1
AT4G24270	Os08g0113200	ortholog_one2one	1
AT1G10180	Os07g0568000	ortholog_one2one	1
AT1G55740	Os08g0495800	ortholog_one2one	1
AT2G44810	Os11g0146600	ortholog_one2one	1
AT3G27000	Os08g0369300	ortholog_one2one	1
AT5G57960	Os11g0592700	ortholog_one2one	1
AT1G52630	Os08g0537900	ortholog_one2one	1
AT3G15080	Os08g0377400	ortholog_one2one	1
AT3G16730	Os07g0517300	ortholog_one2one	1
AT4G35800	Os05g0151000	ortholog_one2one	1
AT5G63420	Os02g0539600	ortholog_one2one	1
AT5G63310	Os12g0548300	ortholog_one2one	1
AT1G71240	Os01g0869000	ortholog_one2one	1
AT2G19950	Os01g0744400	ortholog_one2one	1
AT3G06170	Os03g0454100	ortholog_one2one	1
AT5G42450	Os01g0839400	ortholog_one2one	1
AT4G15530	Os05g0405000	ortholog_one2one	1
AT1G77470	Os02g0775200	ortholog_one2one	1
AT5G58220	Os03g0390700	ortholog_one2one	1
AT1G65260	Os01g0895100	ortholog_one2one	1
AT5G53340	Os08g0386700	ortholog_one2one	1
AT4G08250	Os03g0263300	ortholog_one2one	1
AT3G57630	Os03g0174300	ortholog_one2one	1
AT5G64510	Os01g0767600	ortholog_one2one	1
AT3G12260	Os07g0640100	ortholog_one2one	1
AT4G03240	Os01g0783600	ortholog_one2one	1
AT3G07480	Os09g0514600	ortholog_one2one	1
AT3G11220	Os06g0639600	ortholog_one2one	1
AT3G45300	Os05g0125500	ortholog_one2one	1
AT2G31410	Os02g0595400	ortholog_one2one	1
AT5G64370	Os07g0485100	ortholog_one2one	1
AT2G20920	Os03g0137300	ortholog_one2one	1
AT5G38840	Os06g0275900	ortholog_one2one	1
AT2G03780	Os01g0265900	ortholog_one2one	1
AT3G03890	Os07g0573800	ortholog_one2one	1
AT1G76450	Os08g0512500	ortholog_one2one	1
AT3G05350	Os07g0205700	ortholog_one2one	1
AT3G45740	Os03g0284500	ortholog_one2one	1
AT2G37240	Os03g0284600	ortholog_one2one	1
AT2G14050	Os06g0218500	ortholog_one2one	1
AT1G31410	Os04g0602200	ortholog_one2one	1
AT4G20740	Os07g0179000	ortholog_one2one	1
AT5G46390	Os01g0664000	ortholog_one2one	1
AT2G38060	Os05g0451100	ortholog_one2one	1
AT5G13680	Os07g0563700	ortholog_one2one	1
AT3G52880	Os09g0567300	ortholog_one2one	1
AT1G17440	Os01g0846900	ortholog_one2one	1
AT5G06360	Os07g0673100	ortholog_one2one	1
AT2G44760	Os04g0545200	ortholog_one2one	1
AT5G54270	Os07g0562700	ortholog_one2one	1
AT3G46210	Os03g0854200	ortholog_one2one	1
AT1G65060	Os02g0697400	ortholog_one2one	1
AT3G61440	Os04g0165700	ortholog_one2one	1
AT2G19830	Os06g0608500	ortholog_one2one	1
AT3G10140	Os01g0945001	ortholog_one2one	1
AT5G20070	Os06g0141166	ortholog_one2one	1
AT1G79350	Os08g0223833	ortholog_one2one	1
AT3G25120	Os04g0376100	ortholog_one2one	1
AT1G09750	Os03g0186900	ortholog_one2one	1
AT5G62840	Os01g0660900	ortholog_one2one	1
AT3G01480	Os08g0382400	ortholog_one2one	1
AT1G09794	Os12g0182600	ortholog_one2one	1
AT1G80410	Os01g0617500	ortholog_one2one	1
AT4G28020	Os09g0428900	ortholog_one2one	1
AT3G14120	Os11g0643700	ortholog_one2one	1
AT4G29120	Os01g0742300	ortholog_one2one	1
AT2G22650	Os06g0181400	ortholog_one2one	1
AT5G44560	Os03g0639800	ortholog_one2one	1
AT2G17510	Os03g0129200	ortholog_one2one	1
AT5G60160	Os12g0236500	ortholog_one2one	1
AT1G08530	Os12g0430900	ortholog_one2one	1
AT3G09320	Os05g0458000	ortholog_one2one	1
AT4G21060	Os08g0130900	ortholog_one2one	1
AT4G14820	Os04g0221300	ortholog_one2one	1
AT3G23100	Os03g0740800	ortholog_one2one	1
AT3G55550	Os12g0574700	ortholog_one2one	1
AT3G52050	Os03g0227300	ortholog_one2one	1
AT3G49180	Os07g0408100	ortholog_one2one	1
AT2G38020	Os01g0666800	ortholog_one2one	1
AT5G52910	Os05g0210500	ortholog_one2one	1
AT5G17670	Os02g0129900	ortholog_one2one	1
AT4G38090	Os08g0478100	ortholog_one2one	1
AT3G28700	Os01g0588800	ortholog_one2one	1
AT1G06840	Os01g0960400	ortholog_one2one	1
AT3G19840	Os10g0485000	ortholog_one2one	1
AT5G53120	Os06g0528600	ortholog_one2one	1
AT5G35080	Os06g0644800	ortholog_one2one	1
AT3G20930	Os02g0730800	ortholog_one2one	1
AT2G29640	Os03g0265200	ortholog_one2one	1
AT1G59840	Os04g0650500	ortholog_one2one	1
AT5G58290	Os02g0325100	ortholog_one2one	1
AT4G17550	Os02g0652800	ortholog_one2one	1
AT3G49250	Os01g0235200	ortholog_one2one	1
AT3G07770	Os12g0514500	ortholog_one2one	1
AT3G18770	Os11g0162000	ortholog_one2one	1
AT5G12260	Os01g0283000	ortholog_one2one	1
AT5G63920	Os03g0165000	ortholog_one2one	1
AT1G13290	Os09g0307400	ortholog_one2one	1
AT2G33760	Os12g0181900	ortholog_one2one	1
AT1G01930	Os04g0574600	ortholog_one2one	1
AT3G06730	Os08g0378900	ortholog_one2one	1
AT2G13100	Os06g0179900	ortholog_one2one	1
AT5G52580	Os02g0709800	ortholog_one2one	1
AT1G24530	Os04g0481600	ortholog_one2one	1
AT1G30220	Os07g0151200	ortholog_one2one	1
AT3G01660	Os04g0481300	ortholog_one2one	1
AT3G15840	Os03g0586500	ortholog_one2one	1
AT2G43030	Os02g0137200	ortholog_one2one	1
AT1G74470	Os02g0744900	ortholog_one2one	1
AT5G26180	Os02g0217800	ortholog_one2one	1
AT1G79740	Os01g0222700	ortholog_one2one	1
AT5G64130	Os01g0249300	ortholog_one2one	1
AT5G14800	Os01g0948400	ortholog_one2one	1
AT4G06599	Os01g0875400	ortholog_one2one	1
AT3G26060	Os06g0196300	ortholog_one2one	1
AT1G66240	Os08g0205400	ortholog_one2one	1
AT4G37200	Os03g0767500	ortholog_one2one	1
AT3G48120	Os01g0687600	ortholog_one2one	1
AT4G19670	Os12g0631200	ortholog_one2one	1
AT1G34420	Os12g0182300	ortholog_one2one	1
AT3G03773	Os03g0655300	ortholog_one2one	1
AT1G44414	Os05g0435400	ortholog_one2one	1
AT4G34540	Os02g0705000	ortholog_one2one	1
AT1G78630	Os01g0749200	ortholog_one2one	1
AT2G04350	Os05g0317200	ortholog_one2one	1
AT1G24360	Os12g0242700	ortholog_one2one	1
AT5G37478	Os09g0307300	ortholog_one2one	1
AT1G26550	Os09g0411700	ortholog_one2one	1
AT4G20760	Os12g0609500	ortholog_one2one	1
AT1G80500	Os02g0613600	ortholog_one2one	1
AT3G27180	Os01g0920300	ortholog_one2one	1
AT5G38530	Os06g0632200	ortholog_one2one	1
AT3G19180	Os04g0675800	ortholog_one2one	1
AT2G04900	Os03g0751000	ortholog_one2one	1
AT5G64940	Os02g0575500	ortholog_one2one	1
AT1G31190	Os02g0169900	ortholog_one2one	1
AT1G18480	Os11g0261900	ortholog_one2one	1
AT2G43640	Os04g0623700	ortholog_one2one	1
AT4G11420	Os01g0120800	ortholog_one2one	1
AT1G03360	Os04g0520000	ortholog_one2one	1
AT1G60160	Os09g0376900	ortholog_one2one	1
AT4G09020	Os09g0469400	ortholog_one2one	1
AT3G07720	Os09g0249000	ortholog_one2one	1
AT4G16330	Os06g0162500	ortholog_one2one	1
AT1G54100	Os09g0440300	ortholog_one2one	1
AT5G04500	Os03g0684500	ortholog_one2one	1
AT4G30580	Os10g0497100	ortholog_one2one	1
AT5G27290	Os01g0382700	ortholog_one2one	1
AT1G68010	Os02g0101500	ortholog_one2one	1
AT3G57670	Os06g0612300	ortholog_one2one	1
AT5G11330	Os06g0597600	ortholog_one2one	1
AT5G67270	Os10g0498900	ortholog_one2one	1
AT5G47380	Os10g0559800	ortholog_one2one	1
AT1G80190	Os05g0453900	ortholog_one2one	1
AT2G02050	Os03g0129900	ortholog_one2one	1
AT3G54010	Os03g0367000	ortholog_one2one	1
AT1G31160	Os06g0667500	ortholog_one2one	1
AT4G16060	Os05g0358400	ortholog_one2one	1
AT5G51180	Os08g0143700	ortholog_one2one	1
AT5G60590	Os03g0201600	ortholog_one2one	1
AT2G31440	Os02g0272600	ortholog_one2one	1
AT1G55880	Os03g0215800	ortholog_one2one	1
AT5G14570	Os01g0547600	ortholog_one2one	1
AT2G42450	Os09g0571500	ortholog_one2one	1
AT1G76150	Os09g0544900	ortholog_one2one	1
AT2G46700	Os10g0510700	ortholog_one2one	1
AT4G28660	Os01g0938100	ortholog_one2one	1
AT3G10380	Os08g0318500	ortholog_one2one	1
AT3G21060	Os03g0207900	ortholog_one2one	1
AT2G22530	Os02g0781600	ortholog_one2one	1
AT4G36530	Os02g0705100	ortholog_one2one	1
AT3G09720	Os07g0647900	ortholog_one2one	1
AT5G45140	Os03g0403100	ortholog_one2one	1
AT3G15410	Os02g0826600	ortholog_one2one	1
AT1G24490	Os03g0844700	ortholog_one2one	1
AT2G37330	Os05g0119000	ortholog_one2one	1
AT2G24280	Os06g0647400	ortholog_one2one	1
AT3G61140	Os03g0116500	ortholog_one2one	1
AT5G39830	Os04g0459900	ortholog_one2one	1
AT5G57140	Os06g0699200	ortholog_one2one	1
AT1G09280	Os12g0563400	ortholog_one2one	1
AT1G30845	Os03g0127000	ortholog_one2one	1
AT1G65700	Os05g0594900	ortholog_one2one	1
AT1G54650	Os07g0414200	ortholog_one2one	1
AT3G20015	Os04g0677100	ortholog_one2one	1
AT3G51830	Os03g0290500	ortholog_one2one	1
AT5G04590	Os05g0503300	ortholog_one2one	1
AT2G28250	Os02g0110600	ortholog_one2one	1
AT5G05680	Os04g0608400	ortholog_one2one	1
AT5G65760	Os01g0767100	ortholog_one2one	1
AT4G19420	Os02g0702400	ortholog_one2one	1
AT5G64816	Os03g0185600	ortholog_one2one	1
AT1G74680	Os08g0438600	ortholog_one2one	1
AT5G24810	Os06g0701300	ortholog_one2one	1
AT5G03860	Os04g0486950	ortholog_one2one	1
AT1G68100	Os08g0467400	ortholog_one2one	1
AT3G54850	Os06g0102700	ortholog_one2one	1
AT1G29330	Os05g0529300	ortholog_one2one	1
AT2G45240	Os10g0508400	ortholog_one2one	1
AT3G23430	Os02g0809800	ortholog_one2one	1
AT4G24790	Os08g0120200	ortholog_one2one	1
AT2G35920	Os10g0471350	ortholog_one2one	1
AT4G29660	Os05g0540200	ortholog_one2one	1
AT1G53710	Os03g0397300	ortholog_one2one	1
AT1G21690	Os12g0176500	ortholog_one2one	1
AT3G09180	Os01g0263500	ortholog_one2one	1
AT2G25530	Os03g0851900	ortholog_one2one	1
AT3G52640	Os02g0736500	ortholog_one2one	1
AT1G57770	Os03g0841900	ortholog_one2one	1
AT5G54910	Os07g0517000	ortholog_one2one	1
AT1G74360	Os07g0597200	ortholog_one2one	1
AT3G25480	Os01g0889800	ortholog_one2one	1
AT5G47090	Os06g0139700	ortholog_one2one	1
AT5G35170	Os08g0288200	ortholog_one2one	1
AT4G37380	Os07g0113500	ortholog_one2one	1
AT5G27450	Os10g0329300	ortholog_one2one	1
AT5G12200	Os01g0807900	ortholog_one2one	1
AT2G44020	Os02g0783100	ortholog_one2one	1
AT5G27660	Os11g0246600	ortholog_one2one	1
AT2G21370	Os07g0409200	ortholog_one2one	1
AT5G57030	Os01g0581300	ortholog_one2one	1
AT3G48250	Os01g0970900	ortholog_one2one	1
AT1G49980	Os03g0616300	ortholog_one2one	1
AT2G28190	Os08g0561700	ortholog_one2one	1
AT3G03960	Os03g0804800	ortholog_one2one	1
AT2G44420	Os06g0618150	ortholog_one2one	1
AT1G34130	Os04g0675500	ortholog_one2one	1
AT2G18250	Os02g0134000	ortholog_one2one	1
AT4G22930	Os01g0747500	ortholog_one2one	1
AT5G09420	Os02g0754500	ortholog_one2one	1
AT5G56130	Os09g0298400	ortholog_one2one	1
AT5G62790	Os01g0106900	ortholog_one2one	1
AT1G07615	Os11g0704300	ortholog_one2one	1
AT4G31200	Os06g0682700	ortholog_one2one	1
AT5G47790	Os08g0326100	ortholog_one2one	1
AT5G60040	Os04g0492300	ortholog_one2one	1
AT5G05200	Os07g0227800	ortholog_one2one	1
AT2G05320	Os02g0798100	ortholog_one2one	1
AT2G47940	Os05g0147500	ortholog_one2one	1
AT4G10300	Os04g0445200	ortholog_one2one	1
AT3G26570	Os02g0593500	ortholog_one2one	1
AT1G79985	Os01g0593600	ortholog_one2one	1
AT5G23870	Os10g0550500	ortholog_one2one	1
AT5G63000	Os01g0271000	ortholog_one2one	1
AT5G04440	Os03g0146500	ortholog_one2one	1
AT4G32700	Os12g0291000	ortholog_one2one	1
AT5G26570	Os12g0297500	ortholog_one2one	1
AT1G77350	Os05g0486200	ortholog_one2one	1
AT3G10030	Os04g0405800	ortholog_one2one	1
AT4G28200	Os02g0103900	ortholog_one2one	1
AT1G69070	Os03g0598200	ortholog_one2one	1
AT1G12050	Os02g0196800	ortholog_one2one	1
AT5G26610	Os04g0115400	ortholog_one2one	1
AT4G17650	Os01g0772400	ortholog_one2one	1
AT5G44710	Os05g0148300	ortholog_one2one	1
AT2G03820	Os10g0573900	ortholog_one2one	1
AT3G14900	Os04g0497900	ortholog_one2one	1
AT5G50960	Os04g0485400	ortholog_one2one	1
AT2G01720	Os04g0693000	ortholog_one2one	1
AT2G14170	Os07g0188800	ortholog_one2one	1
AT1G34220	Os08g0175200	ortholog_one2one	1
AT5G16750	Os04g0592700	ortholog_one2one	1
AT5G58760	Os01g0141700	ortholog_one2one	1
AT5G54600	Os06g0683200	ortholog_one2one	1
AT4G24710	Os04g0479000	ortholog_one2one	1
AT2G46060	Os10g0446200	ortholog_one2one	1
AT4G13430	Os02g0125100	ortholog_one2one	1
AT2G17265	Os02g0831800	ortholog_one2one	1
AT5G20870	Os03g0397600	ortholog_one2one	1
AT4G33410	Os10g0393100	ortholog_one2one	1
AT4G20270	Os05g0595800	ortholog_one2one	1
AT3G07940	Os01g0951100	ortholog_one2one	1
AT5G66810	Os10g0382300	ortholog_one2one	1
AT4G34960	Os09g0537600	ortholog_one2one	1
AT3G52150	Os09g0279500	ortholog_one2one	1
AT5G05480	Os05g0395000	ortholog_one2one	1
AT1G04150	Os02g0816000	ortholog_one2one	1
AT4G22790	Os03g0858800	ortholog_one2one	1
AT1G12250	Os02g0643500	ortholog_one2one	1
AT5G01710	Os07g0692401	ortholog_one2one	1
AT4G24550	Os07g0620300	ortholog_one2one	1
AT5G50100	Os04g0668800	ortholog_one2one	1
AT3G63220	Os10g0388200	ortholog_one2one	1
AT3G25980	Os04g0486500	ortholog_one2one	1
AT1G15220	Os02g0275100	ortholog_one2one	1
AT5G14950	Os06g0245700	ortholog_one2one	1
AT1G62040	Os07g0512200	ortholog_one2one	1
AT5G16810	Os02g0694800	ortholog_one2one	1
AT5G64830	Os04g0640800	ortholog_one2one	1
AT5G35430	Os09g0123100	ortholog_one2one	1
AT5G08740	Os06g0214900	ortholog_one2one	1
AT1G74460	Os06g0229400	ortholog_one2one	1
AT5G24260	Os02g0290600	ortholog_one2one	1
AT5G53450	Os01g0655500	ortholog_one2one	1
AT5G02160	Os05g0110100	ortholog_one2one	1
AT4G13670	Os04g0514400	ortholog_one2one	1
AT1G33360	Os02g0564400	ortholog_one2one	1
AT5G10560	Os04g0530700	ortholog_one2one	1
AT5G24340	Os07g0452400	ortholog_one2one	1
AT4G25280	Os04g0105500	ortholog_one2one	1
AT2G14255	Os11g0549700	ortholog_one2one	1
AT3G03710	Os07g0168000	ortholog_one2one	1
AT5G50310	Os04g0483600	ortholog_one2one	1
AT2G44990	Os04g0550600	ortholog_one2one	1
AT5G40405	Os01g0715700	ortholog_one2one	1
AT2G26510	Os12g0583900	ortholog_one2one	1
AT4G32690	Os06g0591600	ortholog_one2one	1
AT2G46910	Os10g0509200	ortholog_one2one	1
AT4G13400	Os05g0556000	ortholog_one2one	1
AT3G58470	Os03g0749900	ortholog_one2one	1
AT3G04650	Os12g0597400	ortholog_one2one	1
AT3G14730	Os01g0818200	ortholog_one2one	1
AT3G18730	Os02g0782800	ortholog_one2one	1
AT3G55950	Os05g0127300	ortholog_one2one	1
AT2G21150	Os09g0535300	ortholog_one2one	1
AT5G48020	Os02g0717500	ortholog_one2one	1
AT5G66130	Os03g0242100	ortholog_one2one	1
AT5G10820	Os09g0423400	ortholog_one2one	1
AT2G01390	Os10g0358700	ortholog_one2one	1
AT4G22330	Os03g0698900	ortholog_one2one	1
AT5G65740	Os03g0726900	ortholog_one2one	1
AT2G41350	Os08g0240600	ortholog_one2one	1
AT5G57345	Os06g0694800	ortholog_one2one	1
AT3G53110	Os03g0158200	ortholog_one2one	1
AT5G39940	Os12g0638800	ortholog_one2one	1
AT5G16010	Os07g0162100	ortholog_one2one	1
AT5G53560	Os10g0518200	ortholog_one2one	1
AT2G31970	Os02g0497500	ortholog_one2one	1
AT3G52500	Os04g0685200	ortholog_one2one	1
AT5G61410	Os03g0169100	ortholog_one2one	1
AT5G22750	Os02g0527100	ortholog_one2one	1
AT2G11520	Os09g0123300	ortholog_one2one	1
AT5G58020	Os06g0183900	ortholog_one2one	1
AT3G61350	Os02g0114600	ortholog_one2one	1
AT1G31870	Os08g0178300	ortholog_one2one	1
AT1G03180	Os05g0251400	ortholog_one2one	1
AT1G73350	Os02g0637900	ortholog_one2one	1
AT4G32910	Os01g0746200	ortholog_one2one	1
AT4G01660	Os01g0318700	ortholog_one2one	1
AT2G43770	Os06g0653800	ortholog_one2one	1
AT5G56290	Os08g0500100	ortholog_one2one	1
AT5G13410	Os07g0133700	ortholog_one2one	1
AT1G63990	Os08g0156900	ortholog_one2one	1
AT3G07550	Os11g0264200	ortholog_one2one	1
AT1G74730	Os01g0585300	ortholog_one2one	1
AT5G48170	Os03g0196500	ortholog_one2one	1
AT3G55800	Os04g0234600	ortholog_one2one	1
AT1G55250	Os10g0565600	ortholog_one2one	1
AT5G52800	Os07g0467900	ortholog_one2one	1
AT2G33610	Os02g0194000	ortholog_one2one	1
AT4G24880	Os01g0101300	ortholog_one2one	1
AT1G03190	Os05g0144800	ortholog_one2one	1
AT3G20230	Os02g0689700	ortholog_one2one	1
AT5G16620	Os04g0439900	ortholog_one2one	1
AT4G39710	Os02g0751600	ortholog_one2one	1
AT4G00560	Os02g0826200	ortholog_one2one	1
AT4G32590	Os05g0555300	ortholog_one2one	1
AT5G41890	Os04g0577300	ortholog_one2one	1
AT1G74030	Os09g0375000	ortholog_one2one	1
AT1G61690	Os03g0669800	ortholog_one2one	1
AT3G55480	Os01g0973300	ortholog_one2one	1
AT1G72320	Os10g0390100	ortholog_one2one	1
AT1G47830	Os12g0207300	ortholog_one2one	1
AT1G79840	Os01g0760800	ortholog_one2one	1
AT5G55600	Os07g0607300	ortholog_one2one	1
AT1G76040	Os04g0560600	ortholog_one2one	1
AT5G37290	Os11g0546200	ortholog_one2one	1
AT3G19720	Os12g0178700	ortholog_one2one	1
AT3G05410	Os01g0934400	ortholog_one2one	1
AT5G18580	Os05g0149800	ortholog_one2one	1
AT1G17220	Os05g0575300	ortholog_one2one	1
AT5G22360	Os10g0154000	ortholog_one2one	1
AT4G35740	Os02g0780800	ortholog_one2one	1
AT1G21640	Os11g0191400	ortholog_one2one	1
AT3G17020	Os05g0157200	ortholog_one2one	1
AT3G07760	Os12g0514600	ortholog_one2one	1
AT2G36885	Os03g0137600	ortholog_one2one	1
AT2G06000	Os04g0446100	ortholog_one2one	1
AT1G69500	Os03g0168600	ortholog_one2one	1
AT1G28150	Os04g0528100	ortholog_one2one	1
